gene_symbol	MANE_transcript	ClinVar_PL_record_count	cds_count	splice_window_10bp_count	utr_count	intron_count	exon_count	unit_count	best_single_exon_unit_id	best_single_exon_coverage_fraction	best_single_exon_donor_size_bp	best_adjacent_exon_block_unit_id	best_adjacent_exon_block_coverage_fraction	best_adjacent_exon_block_donor_size_bp	best_downstream_CDS_implantation_unit_id	best_downstream_CDS_implantation_coverage_fraction	best_downstream_CDS_implantation_donor_size_bp	semantic_class_prePAExact	mechanism_or_context_caution_class	semantic_panel_role	semantic_note	mode_recommendation_status	interpretation_limit	not_total_score
ACOT1	ENST00000311148.9	1	1	0	0	0	3	8	ACOT1:single_exon:E1	1.000000	736	ACOT1:exon_block:E1-E2	1.000000	939	ACOT1:downstream_CDS_implantation:after_E2	0.000000	603	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACOX1	ENST00000293217.10	80	62	29	0	18	14	73	ACOX1:single_exon:E3	0.137500	161	ACOX1:exon_block:E3-E7	0.475000	675	ACOX1:downstream_CDS_implantation:after_E1	0.987500	1871	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACOX2	ENST00000302819.10	1	1	0	0	0	15	79	ACOX2:single_exon:E3	1.000000	163	ACOX2:exon_block:E3-E4	1.000000	315	ACOX2:downstream_CDS_implantation:after_E2	1.000000	1883	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACP4	ENST00000270593.2	12	11	3	0	1	11	55	ACP4:single_exon:E4	0.416667	147	ACP4:exon_block:E3-E7	0.916667	562	ACP4:downstream_CDS_implantation:after_E2	1.000000	1062	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACP5	ENST00000648477.1	38	37	7	0	1	5	19	ACP5:single_exon:E4	0.421053	346	ACP5:exon_block:E2-E5	1.000000	1328	ACP5:downstream_CDS_implantation:after_E1	1.000000	975	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACP6	ENST00000583509.7	1	1	0	0	0	10	49	ACP6:single_exon:E3	1.000000	131	ACP6:exon_block:E3-E4	1.000000	211	ACP6:downstream_CDS_implantation:after_E2	1.000000	936	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACR	ENST00000216139.10	1	1	0	0	0	5	19	ACR:single_exon:E2	1.000000	204	ACR:exon_block:E1-E2	1.000000	313	ACR:downstream_CDS_implantation:after_E1	1.000000	1186	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACSF3	ENST00000614302.5	186	154	48	0	32	11	55	ACSF3:single_exon:E3	0.263441	686	ACSF3:exon_block:E3-E7	0.645161	1259	ACSF3:downstream_CDS_implantation:after_E1	1.000000	1728	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACSL4	ENST00000672401.1	14	12	5	0	2	16	85	ACSL4:single_exon:E14	0.142857	115	ACSL4:exon_block:E7-E11	0.571429	660	ACSL4:downstream_CDS_implantation:after_E3	1.000000	1782	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACSL5	ENST00000354655.9	1	1	0	0	0	21	115	ACSL5:single_exon:E15	1.000000	73	ACSL5:exon_block:E15-E16	1.000000	162	ACSL5:downstream_CDS_implantation:after_E14	1.000000	735	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACSM3	ENST00000289416.10	8	0	0	0	0	14	73	ACSM3:single_exon:E7	0.000000	80	ACSM3:exon_block:E9-E10	0.000000	183	ACSM3:downstream_CDS_implantation:after_E13	0.000000	84	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACTA1	ENST00000366684.7	230	221	36	1	8	7	31	ACTA1:single_exon:E3	0.343478	325	ACTA1:exon_block:E3-E7	0.908696	1259	ACTA1:downstream_CDS_implantation:after_E1	1.000000	1131	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACTA2	ENST00000224784.10	40	35	13	0	4	9	43	ACTA2:single_exon:E3	0.225000	129	ACTA2:exon_block:E2-E6	0.725000	639	ACTA2:downstream_CDS_implantation:after_E1	0.975000	1131	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACTB	ENST00000646664.1	137	134	17	1	2	6	25	ACTB:single_exon:E4	0.372263	439	ACTB:exon_block:E2-E6	1.000000	1734	ACTB:downstream_CDS_implantation:after_E1	1.000000	1125	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACTC1	ENST00000290378.6	22	22	2	0	0	7	31	ACTC1:single_exon:E5	0.318182	192	ACTC1:exon_block:E3-E7	1.000000	1187	ACTC1:downstream_CDS_implantation:after_E2	1.000000	1002	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACTG1	ENST00000573283.7	59	59	7	0	0	6	25	ACTG1:single_exon:E4	0.525424	439	ACTG1:exon_block:E2-E6	1.000000	1853	ACTG1:downstream_CDS_implantation:after_E1	1.000000	1125	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACTG2	ENST00000345517.8	42	41	10	0	1	9	43	ACTG2:single_exon:E6	0.309524	162	ACTG2:exon_block:E2-E6	0.809524	649	ACTG2:downstream_CDS_implantation:after_E1	1.000000	1128	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACTL6B	ENST00000160382.10	54	48	20	1	5	14	73	ACTL6B:single_exon:E12	0.148148	96	ACTL6B:exon_block:E10-E14	0.500000	609	ACTL6B:downstream_CDS_implantation:after_E1	0.981481	1253	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACTL7A	ENST00000333999.5	7	7	0	0	0	1	1	ACTL7A:single_exon:E1	1.000000	1491							low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACTL9	ENST00000324436.5	3	3	0	0	0	1	1	ACTL9:single_exon:E1	1.000000	1396							low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACTN1	ENST00000394419.9	21	21	2	0	0	22	121	ACTN1:single_exon:E4	0.142857	87	ACTN1:exon_block:E1-E4	0.380952	673	ACTN1:downstream_CDS_implantation:after_E1	0.952381	2637	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACTN2	ENST00000366578.6	25	20	9	0	5	21	115	ACTN2:single_exon:E18	0.160000	147	ACTN2:exon_block:E15-E18	0.360000	645	ACTN2:downstream_CDS_implantation:after_E1	1.000000	2556	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACTN4	ENST00000252699.7	17	17	1	0	0	21	115	ACTN4:single_exon:E8	0.294118	86	ACTN4:exon_block:E4-E8	0.882353	422	ACTN4:downstream_CDS_implantation:after_E1	1.000000	2571	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACTR2	ENST00000260641.10	1	1	0	0	0	9	43	ACTR2:single_exon:E7	1.000000	146	ACTR2:exon_block:E7-E8	1.000000	279	ACTR2:downstream_CDS_implantation:after_E6	1.000000	447	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACTRT3	ENST00000330368.3	1	0	0	0	0	2	4	ACTRT3:single_exon:E1	0.000000	241	ACTRT3:exon_block:E1-E2	0.000000	1671	ACTRT3:downstream_CDS_implantation:after_E1	1.000000	916	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACVR1	ENST00000434821.7	10	10	1	0	0	11	55	ACVR1:single_exon:E6	0.300000	100	ACVR1:exon_block:E6-E9	1.000000	721	ACVR1:downstream_CDS_implantation:after_E5	1.000000	984	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACVR1B	ENST00000257963.9	3	2	0	0	1	9	43	ACVR1B:single_exon:E7	0.333333	125	ACVR1B:exon_block:E5-E7	0.666667	450	ACVR1B:downstream_CDS_implantation:after_E4	1.000000	704	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACVR2B	ENST00000352511.5	2	2	0	0	0	11	55	ACVR2B:single_exon:E9	1.000000	139	ACVR2B:exon_block:E8-E9	1.000000	254	ACVR2B:downstream_CDS_implantation:after_E8	1.000000	462	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACVRL1	ENST00000388922.9	546	495	95	0	51	10	49	ACVRL1:single_exon:E7	0.245421	276	ACVRL1:exon_block:E3-E7	0.672161	987	ACVRL1:downstream_CDS_implantation:after_E1	1.000000	1509	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ACY1	ENST00000636358.2	12	10	7	0	2	15	79	ACY1:single_exon:E8	0.166667	57	ACY1:exon_block:E6-E9	0.500000	298	ACY1:downstream_CDS_implantation:after_E3	1.000000	1065	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ADA	ENST00000372874.9	164	124	63	0	40	12	61	ADA:single_exon:E5	0.170732	116	ADA:exon_block:E4-E8	0.548780	562	ADA:downstream_CDS_implantation:after_E1	0.975610	1056	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ADA2	ENST00000399837.8	89	71	26	0	18	10	49	ADA2:single_exon:E2	0.224719	368	ADA2:exon_block:E2-E6	0.595506	1018	ADA2:downstream_CDS_implantation:after_E1	1.000000	1533	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ADAD2	ENST00000315906.10	1	1	0	0	0	10	49	ADAD2:single_exon:E2	1.000000	141	ADAD2:exon_block:E2-E3	1.000000	189	ADAD2:downstream_CDS_implantation:after_E1	1.000000	1331	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ADAM10	ENST00000260408.8	4	4	1	0	0	16	85	ADAM10:single_exon:E11	0.250000	151	ADAM10:exon_block:E10-E12	0.750000	519	ADAM10:downstream_CDS_implantation:after_E3	1.000000	1919	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ADAM17	ENST00000310823.8	26	18	13	0	8	19	103	ADAM17:single_exon:E16	0.115385	79	ADAM17:exon_block:E9-E13	0.423077	691	ADAM17:downstream_CDS_implantation:after_E2	1.000000	2242	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
ADAM22	ENST00000413139.2	9	7	2	0	2	32	181	ADAM22:single_exon:E14	0.222222	52	ADAM22:exon_block:E23-E27	0.444444	588	ADAM22:downstream_CDS_implantation:after_E13	1.000000	1724	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
